framework,workload,target_parameter,target_value,row_multiplicity,methods,representative_run_id,deepest_milestone,normalized_signature
pytorch-cuda,qwen2-train,model.num_attention_heads,9,3,native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-3ee5dba0e073bbc5,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_query_groups,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-e0a348584b7a5b33,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,qwen2-train,model.num_query_groups,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-f887837bb46ddd7f,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,qwen2-train,model.num_query_groups,-6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-1d0e13e3a8691fe7,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,qwen2-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-a7594a100f70a5a3,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
pytorch-cuda,qwen2-train,model.num_query_groups,10,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-41ebd03a114a84ec,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-b15cd3129010606f,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,qwen2-train,model.num_query_groups,3,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-387d0b8cc34da9b2,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,qwen2-train,model.num_query_groups,5,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-0ed7decc51988a2c,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_query_groups,6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-06927e28cf8482c1,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_query_groups,7,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-76c5ee32373a08f8,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_query_groups,9,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-3826a45d8746b0b1,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,qwen2-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-e113cf078e545490,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
pytorch-cuda,qwen2-train,model.vocab_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-e1011624b796d9f6,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,qwen2-train,model.vocab_size,1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-8786cfd916f7a3d4,process_group_initialization,"RuntimeError: random_ expects 'from' to be less than 'to', but got from=<N> >= to=<N>"
pytorch-cuda,qwen2-train,model.vocab_size,2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-09d573521fdb70ba,process_group_initialization,"RuntimeError: random_ expects 'from' to be less than 'to', but got from=<N> >= to=<N>"
pytorch-cuda,qwen2-train,training.micro_batch_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-a07abb39a007d24e,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,qwen2-train,training.micro_batch_size,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-cc097f49060c7a11,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,qwen2-train,training.micro_batch_size,-3,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-59ee8a55471e1abe,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,qwen2-train,training.micro_batch_size,-7,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-361510bc274bc9e3,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,qwen2-train,training.micro_batch_size,0,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-aceb105023cf6be9,process_group_initialization,"RuntimeError: cannot reshape tensor of <N> elements into shape [<N>, <N>, -<N>, <N>] because the unspecified dimension size -<N> can be any value and is ambiguous"
transformers-accelerate,chatglm3-train,model.attention_dropout,1.0,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-f7c4abc035a27d5e,process_group_initialization,"RuntimeError: Expected p_dropout < <N>.f to be true, but got false. (Could this error message be improved? If so, please report an enhancement request to PyTorch.)"
transformers-accelerate,chatglm3-train,model.attention_dropout,1.000001,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-20006327aa53b229,process_group_initialization,"RuntimeError: Expected p_dropout < <N>.f to be true, but got false. (Could this error message be improved? If so, please report an enhancement request to PyTorch.)"
transformers-accelerate,chatglm3-train,model.ffn_hidden_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-5bf2aa37822d7524,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,chatglm3-train,model.hidden_size,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-4a56958e652ca6ef,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
transformers-accelerate,chatglm3-train,model.hidden_size,1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-46c5e2e5f7687f96,process_group_initialization,ZeroDivisionError: <N> cannot be raised to a negative power
transformers-accelerate,chatglm3-train,model.hidden_size,2,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-4a7cce054c6ea39c,process_group_initialization,ZeroDivisionError: <N> cannot be raised to a negative power
transformers-accelerate,chatglm3-train,model.num_attention_heads,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-a62173aae43588b2,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,chatglm3-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-1828fc457dc1c3a5,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
transformers-accelerate,chatglm3-train,model.num_attention_heads,11,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-7ad6a83b422c87ae,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_attention_heads,13,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-cbdc1cd1dfdf6f41,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_attention_heads,15,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-2e900c8d3fcd919f,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_attention_heads,17,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-6d89108a5161b487,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_attention_heads,5,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-9d0a0063d185a0dc,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_attention_heads,7,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-5c6aa9763f86b261,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_attention_heads,9,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-6601ff8e57b769d1,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_query_groups,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-68b46e02551e9fbf,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,chatglm3-train,model.num_query_groups,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-c16100fdbb05185b,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,chatglm3-train,model.num_query_groups,-6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-d4a951a5a371e350,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,chatglm3-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-2b8411071eaec358,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
transformers-accelerate,chatglm3-train,model.num_query_groups,10,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-f263d27df14deda5,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-b2675ce13f16b89a,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_query_groups,3,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-3d35e2fcadeb186f,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_query_groups,5,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-99ba9e09e681031c,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_query_groups,6,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-701e0343ce4f00da,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_query_groups,7,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-ae67c6094e641e85,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.num_query_groups,9,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-2a9135da5ab291d6,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,chatglm3-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-ee1b34f7f0169241,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
transformers-accelerate,chatglm3-train,model.vocab_size,1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-361cf4544003511a,process_group_initialization,"RuntimeError: random_ expects 'from' to be less than 'to', but got from=<N> >= to=<N>"
transformers-accelerate,chatglm3-train,training.micro_batch_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-59bd8a34a0016e01,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
